SECTION;AUTO/CV;CATEGORY;FOCUS;NEWS LINK;DATE;ADDITIONAL INFORMATION
News&Trends;Automotive;Outlook;Europe;European inventories are still weak | LMC AUTOMOTIVE (lmc-auto.com);27.02.2023;
Competitor&Partnership;Automotive;Passenger car seat;Dätwyler ;Electro-Active Polymers an Alternative to Mechanical Massage Seats (plasticstoday.com);24.02.2023;
Customer;Automotive;Interior;Mercedes-Benz;2024 Mercedes E-Class features Superscreen display | Automotive Interiors World;24.02.2023;
Customer;Automotive;Outlook;Stellantis;Stellantis NV FY 2022 Press Release;24.02.2023;
Customer;Automotive;Technology;Skoda;Škoda Auto: “Magic Eye” camera system quickly identifies maintenance needs on the assembly line - Škoda Storyboard (skoda-storyboard.com);24.02.2023;
News&Trends;Automotive/CV;Economy;US;US Weekly Economic Commentary: Stronger for longer? | S&P Global (spglobal.com);24.02.2023;
News&Trends;Automotive;Trends;2023;Top ten key trends to look out for in 2023 - Just Auto (just-auto.com);24.02.2023;
Competitor&Partnership;Automotive/CV;Outlook;Minda Corp;870bc12c-fb22-4298-abc9-e74ffccc2193.pdf (bseindia.com);23.02.2023;
Competitor&Partnership;Automotive;Sustainability;Grupo Antolin;Grupo Antolin and PersiSKIN to co-develop automotive-grade material from fruit waste | Automotive Interiors World;23.02.2023;
Competitor&Partnership;Automotive/CV;Outlook;Uno Minda;fcc193eb-4231-4443-98ee-2f44d8911668.pdf (bseindia.com);23.02.2023;
Customer;Automotive;Outlook;BMW;BMW Manufacturing is Largest Automotive Exporter by Value for Ninth Consecutive Year (bmwgroup.com);23.02.2023;
Customer;Automotive;Autonomy;Mercedes-Benz;Connect (ihsmarkit.com);23.02.2023;
News&Trends;Automotive/CV;Economy;Recession;"Global Recession Watch – Sentiment rallies; inflation still a threat - Oxford Economics";23.02.2023;
Competitor&Partnership;Automotive;Speaker Grill;Vestatec;Etching Enables New Speaker Grille Possibilities for Vestatec (precisionmicro.com);22.02.2023;
Customer;CV;Construction;Volvo CE;Volvo CE invests to boost electric excavator production capacity - International Construction (international-construction.com);22.02.2023;
News&Trends;CV;Construction;Trends;Five construction equipment trends for 2023 - International Construction (international-construction.com);22.02.2023;
News&Trends;Automotive;Interior;Concept Car;Blog: What makes for a successful concept car? | ELeather Group;22.02.2023;
Competitor&Partnership;Automotive;Strategy;TS-tech;TS Tech to dissolve Hungarian subsidiary - MarkLines Automotive Industry Portal;21.02.2023;
Customer;CV;Construction;Kubota;Kubota's North America Revenue Hits $8.2 Billion in 2022 (farm-equipment.com);21.02.2023;
Customer;CV;Agriculture;John Deere;Deere Reports Nearly $2 Billion in 1Q 2023 Net Income (farm-equipment.com);21.02.2023;
News&Trends;Automotive;Technology;Profit;Hohe Gewinne für Autoindustrie künftig nur noch mit neuer Technologie (vogel.de);21.02.2023;
News&Trends;Automotive;Trends;Industry;Five trends that will transform auto in the next five years | Automotive World;21.02.2023;
News&Trends;CV;Truck/Bus;Sustainability;European Commission proposes 2030 ZEV target for new city buses, 90% CO2 reductions for new heavy trucks by 2040 - Green Car Congress;21.02.2023;
Competitor&Partnership;Automotive;Strategy;Faurecia;Faurecia to sell its “SAS” Cockpit Modules division to the MOTHERSON Group | Faurecia;20.02.2023;
Customer;CV;Construction;Volvo CE;Volvo Construction Equipment invests in battery pack production at excavator plant (volvoce.com);20.02.2023;
News&Trends;Automotive/CV;Outlook;EMEA;Economic Outlook EMEA Emerging Markets: Q1 2023 (spglobal.com);20.02.2023;
News&Trends;Automotive/CV;Semiconductor Shortage;Europe;Securing semiconductor supplies in the EU | S&P Global (spglobal.com);20.02.2023;
Competitor&Partnership;Automotive;Outlook;Fischer Automotive;fischer increases turnover to exceed one billion euro for the first time in 2022 - fischer group of companies;17.02.2023;
Competitor&Partnership;CV;Construction;Merritt Controls;Joystick with Performance-Driven Handle Design From: J.R. Merritt Controls | OEM Off-Highway (oemoffhighway.com);17.02.2023;
Competitor&Partnership;Automotive;Strategy;Uno Minda;d7dc971e-a3ea-4e78-b796-852e72a51c49.pdf (bseindia.com);17.02.2023;
Customer;CV;Agriculture;Bobcat;Bobcat Company Advances Innovation in Agriculture Through Partnership With Agtonomy : CEG (constructionequipmentguide.com);17.02.2023;
Customer;CV;Construction;Komatsu;Komatsu sees continued strong demand, profits up 28% in Q3 | Equipment World;17.02.2023;
Customer;CV;Construction;Hitachi;Hitachi welcomes AI technology update to Europe’s Machinery Directive - Demolition & Recycling International (demolitionandrecycling.media);17.02.2023;
Customer;CV;Railway;Alstom;Interior design for Paris Line 18 train unveiled (railwaypro.com);17.02.2023;
Customer;Automotive;Financial Result;Mercedes-Benz;Mercedes-Benz delivers strong full year results in 2022 - Mercedes-Benz Group Media;17.02.2023;
News&Trends;Automotive/CV;Commodity Prices;Weekly Pricing Pulse;Weekly Pricing Pulse: Commodity prices slide amid weak mainland China demand | S&P Global (spglobal.com);17.02.2023;
News&Trends;Automotive/CV;Economy;Rising costs;Rising cost of living is likely to fuel protests in Europe in 2023 | S&P Global (spglobal.com);17.02.2023;
Competitor&Partnership;Automotive;Strategy;Faurecia;Faurecia and Cummins in Exclusive Negotiations Regarding the Potential Sale of a Designated Part of Faurecia’s Commerical Vehicle Exhaust Business in Europe and the United States | Faurecia;16.02.2023;
Customer;CV;Agriculture;Fendt;Fendt 724 Vario remains Germany's most popular tractor in 2022;16.02.2023;
Customer;CV;Agriculture;Agco;Record net sales for AGCO in 2022 - Diesel Progress;16.02.2023;
Customer;CV;Truck;Volvo Trucks;Record year for Volvo Trucks in 2022 - Diesel Progress;16.02.2023;
Customer;Automotive;Electrification;Renault Group;Renault, Nissan and Mitsubishi strengthen worldwide cooperation on EVs - electrive.com;16.02.2023;
Customer;Automotive;Electrification;Porsche;Porsche plans electric seven-seater for 2027 - electrive.com;16.02.2023;
Customer;CV;Material Handling;Hyundai ;Upgraded cab for new Hyundai heavy line forklifts | Industrial Vehicle Technology International (ivtinternational.com);16.02.2023;
Customer;CV;Truck;Mack ;Mack Trucks Enters Partnerships with Heliox, Gilbarco to Increase Charging Accessibility | Mack Trucks;16.02.2023;
Customer;Automotive;Strategy;Ford;Ford Takes Next Steps to Transform European Business | Ford of Europe | Ford Media Center;16.02.2023;
News&Trends;Automotive/CV;Mobility News Alert;Frost&Sullivan Mobility Alert ;Mobility | News Alert (fs-moads.com);16.02.2023;
News&Trends;Automotive;Trends;Shared Mobility;The top transportation and shared mobility trends | McKinsey;16.02.2023;
News&Trends;Automotive;Electrification;Europe;Connect (ihsmarkit.com);16.02.2023;
News&Trends;CV;Truck;China;China, zero emission trucks and buses grew at the end of 2022 (sustainabletruckvan.com);16.02.2023;
News&Trends;CV;Truck;Europe;New truck emissions, some significant reactions to the newly-released EU Commission proposal (sustainabletruckvan.com);16.02.2023;
News&Trends;CV;Truck;Europe;Truck emissions, the EU Commission outlines the roadmap towards 2040 (sustainabletruckvan.com);16.02.2023;
News&Trends;CV;Construction;Germany;German construction equipment sector’s positive end to 2022 - Construction Europe (construction-europe.com);16.02.2023;
News&Trends;CV;Bus;Europe;EU Commission proposes all new city buses to be zero emission starting in 2030 (sustainable-bus.com);16.02.2023;
News&Trends;CV;Truck/Bus;Emission;Truck and bus CO2 standards: ambition levels for all stakeholders must be aligned (acea.auto);16.02.2023;
News&Trends;CV;Construction;India;India’s construction industry to see boost in 2023 - International Construction (international-construction.com);16.02.2023;
News&Trends;Automotive/CV;Supply Chain;US;US supply chain stresses fade as recession nears - Oxford Economics;16.02.2023;
News&Trends;Automotive/CV;Oil Production;Russia;Russian government announces oil production cut as expected - Oxford Economics;16.02.2023;
News&Trends;Automotive;Electrification;US;Spotlight on US EV market: key issues for 2023 | Automotive World;14.02.2023;
News&Trends;Automotive;Electrification;Definition;What is an EV (Electric Vehicle)? | McKinsey;14.02.2023;
Customer;Automotive;Interior;Li Auto;Li Auto merges comfort and practicality with the Li L7 | Automotive Interiors World;13.02.2023;
Competitor&Partnership;Automotive;Technology;Grupo Antolin;Grupo Antolin develops an intelligent intralogistics system to improve the efficiency of its factories | Grupo Antolin;09.02.2023;
Competitor&Partnership;Automotive;Interior;Walter Pack;Cutting-edge Research and Design in Integrating Real Materials - WalterPack;09.02.2023;
Competitor&Partnership;Automotive;Results;Adient ;Adient-Q1FY23 Earnings Release;09.02.2023;
Competitor&Partnership;Automotive;Interior;Walter Pack;The Future of Metallic Finishes on Plastic in the Automotive Industry » Plastics Decorating;09.02.2023;
Customer;CV;Truck;Volvo Trucks;"Volvo Trucks celebrates record year in 2022. Electric truck deliveries show ""positive trend"" (sustainabletruckvan.com)";09.02.2023;
Customer;Automotive;Technology;Ford;Ford Opens New 3D Printing Centre to Support Production of its First All-Electric Vehicle to be Built in Europe | Ford of Europe | Ford Media Center;09.02.2023;
News&Trends;CV;Construction;KHL news;Diesel News Network (khl.com);09.02.2023;
News&Trends;CV;Construction;Outlook;Five predictions for the construction industry in 2023 - Construction Europe (construction-europe.com);09.02.2023;
Customer;CV;Truck;Iveco;Iveco and Plus start public road testing of their highly automated truck in Germany | Automotive World;07.02.2023;
Customer;CV;Truck;Volvo;Volvo launches powerful biogas truck for lowering CO2 on longer transports | Automotive World;07.02.2023;
Customer;CV;Construction;John Deere;https://www.government-fleet.com/10191440/john-deere-unveils-electric-excavator-prototype;07.02.2023;
Customer;Automotive;In car experience;Mercedes-Benz;Mercedes-Benz partners with Cisco for in-car meetings - Just Auto (just-auto.com);07.02.2023;
News&Trends;CV;Exhibition;CON/EXPO;https://updates.aem.org/acton/rif/7024/s-1597-2302/-/l-076c:2470/q-0788/showPreparedMessage?sid=TV2:kUTtefzBd;07.02.2023;
News&Trends;Automotive;Outlook;?ndustry;What can we expect from the auto industry in 2023? | Automotive World;07.02.2023;
News&Trends;Automotive/CV;Mobility News Alert;Frost&Sullivan Mobility Alert ;Mobility | News Alert (fs-moads.com);07.02.2023;
Competitor&Partnership;CV;Truck/Bus;Isri;Post | LinkedIn;06.02.2023;
Competitor&Partnership;Automotive;Interior;Fischer Automotive;Post | LinkedIn;06.02.2023;
Competitor&Partnership;Automotive;Glass;Flabeg;The glass-blowers: shaping modern central console designs for driver usability | Automotive Interiors World;06.02.2023;
Customer;CV;Construction;Caterpillar;Caterpillar unveils details of ConExpo display (ivtinternational.com);06.02.2023;
News&Trends;Automotive;Sales Outlook;Asia;The Asian sales outlook – slowdown ahead - Just Auto (just-auto.com);05.02.2023;
Competitor&Partnership;Automotive;Foam;Faurecia;Auraloop: a new sustainable and innovative solution from Faurecia and Indorama Ventures, based on polyester, 100% recyclable, to replace car seat foam | Faurecia;03.02.2023;
Competitor&Partnership;CV;Armrest;Elobau;Elobau to present midi modular armrest at ConExpo | Industrial Vehicle Technology International (ivtinternational.com);03.02.2023;
Customer;Automotive;Concept;Nissan;Nissan unveils physical Max-Out concept car with morphing interior | Automotive Interiors World;03.02.2023;
Customer;CV;Agriculture;Case IH;Comfort focus for new Case IH Axial-Flow 4000 Exclusive combine range | Industrial Vehicle Technology International (ivtinternational.com);03.02.2023;
Customer;CV;Agriculture;Bobcat;Bobcat introduces new compact tractor line-up | Industrial Vehicle Technology International (ivtinternational.com);03.02.2023;
News&Trends;Automotive/CV;Outlook;Risks;Global factory downturn shows signs of easing as China re-opens | S&P Global (spglobal.com);03.02.2023;
News&Trends;Automotive/CV;Outlook;Supply Chain;Fuel for Thought: Automotive supply chain and technology themes for 2023 | S&P Global (spglobal.com);03.02.2023;
Customer;Automotive;Launch;Mercedes-Benz;The latest news on the GLE and GLE Coupé: Bestsellers now even better - Mercedes-Benz Group Media;01.02.2023;
Customer;CV;Truck;Volvo Trucks;https://www.volvotrucks.com/en-en/news-stories/press-releases/2023/feb/volvo-launches-powerful-biogas-truck-for-longer-transports.html;01.02.2023;
News&Trends;Automotive/CV;Disruption;Outlook;Key Themes 2023: What We're Watching | S&P Global Ratings (spglobal.com);01.02.2023;
News&Trends;Automotive;Registrations;ACEA;Fuel types of new cars: battery electric 12.1%, hybrid 22.6% and petrol 36.4% market share full-year 2022 (acea.auto);01.02.2023;
News&Trends;Automotive/CV;Risks;China;Podcast | Are Global Manufacturers Saying Goodbye to China? | SupplyChainBrain;01.02.2023;
News&Trends;Automotive;Interior;Sustainability;Eggs and lentils could make car interiors more sustainable | Automotive Interiors World;01.02.2023;Porsche 911 Gets An Interior Made From Eggshells And Coffee Pulp (motor1.com)
Competitor&Partnership;Automotive;Sustainability;Asahi Kasei;K Show 2022 DE - Asahi Kasei – K-Show 2022 (asahi-kasei.eu);31.01.2023;
Customer;CV;Construction;Volvo CE;"Volvo CE Sales Up; North America Sees a 54% Boost | Construction Equipment";31.01.2023;
Customer;CV;Construction;Hitachi;Hitachi's Georgia Parts Facility Hit by Tornado | Construction Equipment;31.01.2023;
Customer;Automotive;Price Cut;Tesla;How should we view Tesla’s price cuts in China? | LMC AUTOMOTIVE (lmc-auto.com);31.01.2023;
Customer;CV;Strategy;Daimler;Deutz, Daimler Truck enter into engine development deal - Diesel Progress;31.01.2023;
Customer;Automotive;Sales;Volvo;Connect (ihsmarkit.com);31.01.2023;
Customer;CV;Agriculture;John Deere;John Deere connects with Nutrien Ag Solutions to enable variable rate recommendations - Future Farming;31.01.2023;
News&Trends;Automotive/CV;Sustainability;Supply Chain;The state of sustainability and the supply chain | S&P Global (spglobal.com);31.01.2023;
News&Trends;CV;Bus;Registrations;632 zero emission buses registered in Germany in 2022 (7% growth). Mercedes leads the market - Sustainable Bus (sustainable-bus.com);31.01.2023;
News&Trends;Automotive/CV;Outlook;China;???? EAC China Business Briefing | January 2023 (sendibm1.com);31.01.2023;
News&Trends;Automotive/CV;Sustainability;ESG;Sustainability and ESG in 2023 | Bain & Company;31.01.2023;
News&Trends;Automotive;Outlook;Global Production;Light Vehicle Output Disruption: Global Production (lmc-auto.com);31.01.2023;
News&Trends;Automotive;Electrification;US;North American EV market set to supercharge in 2023 | Automotive World;31.01.2023;
News&Trends;Automotive;Outlook;Autonomy;What are the next steps to reaching Level 4 autonomy? | Automotive World;31.01.2023;
News&Trends;Automotive;Sustainability;Euro 7;Impact of Euro 7 on NOx emissions by vehicle type - ACEA - European Automobile Manufacturers' Association;31.01.2023;
News&Trends;Automotive;Disruption;Outlook;https://mailchi.mp/lmc-auto.com/lmc-automotive-insights-issue-4955591?e=4ae76d8606;31.01.2023;
Customer;Automotive;Strategy;Nissan;Press statement (nissannews.com);30.01.2023;
News&Trends;Automotive/CV;Outlook;EU;Eurozone Energy Price Outlook (linkedin.com);30.01.2023;
Competitor&Partnership;Automotive;Sustainability;Grupo Antolin;Grupo Antolin develops a new sustainable car headliner produced from organic waste | Grupo Antolin;27.01.2023;
Competitor&Partnership;Automotive;Strategy;Dräxlmaier;Bestmögliche Rahmenbedingungen schaffen | (draexlmaier.com);27.01.2023;
Customer;CV;Construction;Komatsu;Komatsu to Showcase New Tech at CONEXPO | For Construction Pros;27.01.2023;
Customer;CV;Construction;John Deere;John Deere Previews Largest ConExpo-Con/AGG Presence to Date : CEG (constructionequipmentguide.com);27.01.2023;
Customer;Automotive;Sales;Tesla;Connect (ihsmarkit.com);27.01.2023;
Customer;Automotive;Sales;JLR;Connect (ihsmarkit.com);27.01.2023;Investor Relations | JLR Corporate Website (jaguarlandrover.com)
Customer;CV;Construction;Volvo CE;Volvo CE makes milestone investment in electric wheel loaders | Industrial Vehicle Technology International (ivtinternational.com);27.01.2023;
Customer;Automotive;Autonomy;Mercedes-Benz;Mercedes-Benz world’s first automotive company to certify SAE Level 3 system for U.S. market (mbusa.com);27.01.2023;
Customer;Automotive;Sustainability;BMW;Leuchtturmprojekt: Konsortium entwickelt neue Konzepte zur Nutzung nachhaltiger Materialien. (bmwgroup.com);27.01.2023;
News&Trends;Automotive;Semiconductor Shortage;VDA;Studie: Bis 2026 drohen wegen Halbleitermangel weltweit 20 Prozent weniger produzierte Fahrzeuge | VDA;27.01.2023;
News&Trends;Automotive/CV;Commodity Prices;Outlook;Week Ahead Economic Preview: Week of 30 January 2023 | S&P Global (spglobal.com);27.01.2023;
News&Trends;CV;Agriculture;Autonomy;First autonomy kit for Kubota M5 tractors released by Sabanto - Future Farming;27.01.2023;
News&Trends;CV;Sustainability;ACEA;New ACEA figures: NOx emissions from the EU van fleet by Euro classes;27.01.2023;
Competitor&Partnership;Automotive;Interior;Faurecia;FORVIA equips 2023 European Car of the Year Jeep Avenger | Faurecia;25.01.2023;
Competitor&Partnership;Automotive;Sustainability;Adient ;Adient Sustainability Report 2022;25.01.2023;
Competitor&Partnership;Automotive;Interior;Continental;Continental’s Curved Display with Invisible Control Panel | Automotive Interiors World;25.01.2023;
Customer;CV;Railway;Alstom;Orders and sales for the first nine months of 2022/23 | Alstom;25.01.2023;
Customer;Automotive;Strategy;Ford;Ford in talks to sell plant in Germany to China-based EV maker, WSJ reports - MarketWatch;25.01.2023;Connect (ihsmarkit.com)
Customer;Automotive;Sales;JLR;JLR RETURNS TO PROFIT AS CHIP SHORTAGES EASED IN THE THIRD QUARTER | JLR Media Newsroom (jaguarlandrover.com);25.01.2023;
Customer;CV;Truck;DAF;Electric trucks, DAF to start new assembly factory - Sustainable Truck&Van (sustainabletruckvan.com);25.01.2023;
Customer;Automotive;Launch;BMW;Der neue BMW M3 CS. (bmwgroup.com);25.01.2023;Latest BMW M3 CS delivers motorsport-inspired luxury | Automotive Interiors World
Customer;CV;Truck;Volta Trucks;Volta Trucks to build the first e-trucks in Q2, 2023 - Sustainable Truck&Van (sustainabletruckvan.com);25.01.2023;
Customer;CV;Autonomy;Volvo Trucks;Autonomous trucks, Volvo invests in Canadian specialist Waabi - Sustainable Truck&Van (sustainabletruckvan.com);25.01.2023;
Customer;Cv;Truck;Traton Group ;TRATON Group, sales over 300,000 in 2022 - Sustainable Truck&Van (sustainabletruckvan.com);25.01.2023;
News&Trends;CV;Registrations;ACEA;"Commercial vehicle registrations: -14.6% in 2022; -5.1% in December (acea.auto)";25.01.2023;
News&Trends;Automotive/CV;Outlook;Europe;Eurozone activity unexpectedly grows for first time since June | Financial Times (ft.com);25.01.2023;
Customer;Automotive;Strategy;Geely;Connect (ihsmarkit.com);24.01.2023;
Competitor&Partnership;Automotive;Interior;Toyota Boshoku;Toyota Boshoku, seats and interior parts adopted for the new Prius - MarkLines Automotive Industry Portal;23.01.2023;
Competitor&Partnership;Automotive;Sustainability;Asahi Kasei;Asahi Kasei to produce basic raw materials from biomass - MarkLines Automotive Industry Portal;23.01.2023;
Customer;CV;Truck;Traton;Traton mit weniger Bestellungen (vogel.de);23.01.2023;
Customer;Automotive;Market share;Kia;Kia hit a new European market share high of 4.8% in 2022;23.01.2023;
News&Trends;Automotive/CV;Commodity Prices;Weekly Pricing Pulse;Week Ahead Economic Preview: Week of 23 January 2023 | S&P Global (spglobal.com);23.01.2023;
News&Trends;Automotive/CV;Sustainability;Supply Chain;How to Boost Supply Chain Resilience | Bain & Company;23.01.2023;
News&Trends;CV;Sustainability;Euro VII;Euro VII: A threat to European competitiveness and jobs - ACEA - European Automobile Manufacturers' Association;23.01.2023;
News&Trends;Automotive/CV;Commodity Prices;US;Recession risks and inflation indicators: previewing January's US flash PMI data | S&P Global (spglobal.com);23.01.2023;
News&Trends;CV;Truck;Autonomy;Market adoption of ‘driver out’ truck tech is still far away | Automotive World;23.01.2023;
News&Trends;CV;Truck;Europe;EU truck market trends 2023 | LMC AUTOMOTIVE (lmc-auto.com);23.01.2023;
News&Trends;Automotive/CV;Outlook;Supply Chain;Five Challenges to Supply Chain Resilience in 2023 | SupplyChainBrain;23.01.2023;
Competitor&Partnership;Automotive;Outlook;Faurecia;Faurecia entirely refinanced the HELLA acquisition through pricing an additional €250 million of sustainability-linked senior notes | FORVIA, inspiring mobility;20.01.2023;
Customer;CV;Construction;Volvo CE;Volvo CE debuts its first electric compactor - New Power Progress;20.01.2023;
News&Trends;Automotive/CV;Trends;Supply Chain;Supply Chain Trends in 2023 | SupplyChainBrain;20.01.2023;
News&Trends;Automotive/CV;Trends;Supply Chain;JIT and Industry 4.0: The Future of Modern Manufacturing | SupplyChainBrain;20.01.2023;
Competitor&Partnership;Automotive;Interior;Grupo Antolin;Post | LinkedIn;19.01.2023;Grupo Antolin presents ANTOLIN VIVAR, a new dimension to vehicle interiors experience | Grupo Antolin
Customer;CV;Construction;Liebherr;Liebherr excavators converted to hydrogen - International Construction (international-construction.com);19.01.2023;
Customer;CV;Construction;Hyundai Doosan;Hyundai Doosan Infracore reveals new brand name - International Construction (international-construction.com);19.01.2023;
Customer;CV;Construction;Volvo CE;Volvo CE’s new safety system - International Construction (international-construction.com);19.01.2023;
Customer;CV;Railway;Siemens Mobility;Siemens Mobility Awarded €3bn Indian Railways Locomotive Order | Railway-News;19.01.2023;
Customer;Automotive;Airvent;VW;Neuer Volkswagen ID.7 mit smarter Klimatisierung | Volkswagen Newsroom (volkswagen-newsroom.com);19.01.2023;
Customer;Automotive;Strategy;FAW;2023??????????????????? (faw.com.cn);19.01.2023;
News&Trends;Automotive/CV;Globalization;Global Trade;The complication of concentration in global trade | McKinsey;19.01.2023;
News&Trends;Automotive/CV;Outlook;China;Upgrade to 2023 China forecast and its implications | Capital Economics;19.01.2023;
News&Trends;CV;Outlook;Year in Review;OEM Off Highway Digital Edition (omeclk.com);19.01.2023;
News&Trends;Automotive;Registrations;ACEA;"Passenger car registrations: -4.6% in 2022; +12.8% in December (acea.auto)";18.01.2023;
Competitor&Partnership;Automotive;Interior;Harman;Harman Automotive and Ferrari partner to propel the in-cabin experience into the future – today | Automotive World;17.01.2023;
Competitor&Partnership;Automotive;Seating;Faurecia;Faurecia presented three of its latest high-tech, comfort solutions at the CES 2023 | Faurecia;17.01.2023;
Customer;Automotive;Concept;BMW;Ultimate companion – through real and virtual worlds: BMW presents BMW i Vision Dee in Las Vegas. (bmwgroup.com);17.01.2023;
News&Trends;Automotive;Electrification;Outlook;Look Forward | S&P Global (spglobal.com);17.01.2023;
News&Trends;Automotive/CV;Commodity Prices;China;China to keep stable price of iron ore, other materials in 2023 - Global Times;17.01.2023;
Competitor&Partnership;Automotive;Interior;Grupo Antolin;Post | LinkedIn;16.01.2023;
Competitor&Partnership;Automotive;CES 2023;Toyota Boshoku;Post | LinkedIn;16.01.2023;
Competitor&Partnership;Automotive;Seating;Faurecia;Faurecia reinvents automotive seating | Faurecia;16.01.2023;
Competitor&Partnership;CV;Railway;Borcad;Post | LinkedIn;16.01.2023;
Competitor&Partnership;CV;Railway;Borcad;Post | LinkedIn;16.01.2023;
Competitor&Partnership;Automotive;Interior;Martur;Post | LinkedIn;16.01.2023;
Competitor&Partnership;CV;Railway;KFS Mobility;vg;16.01.2023;
Customer;CV;Agriculture;New Holland;CNH Industrial Newsroom : New Holland Agriculture debuts world’s first LNG tractor;16.01.2023;
Customer;Automotive;Electrification;BYD;Asia-China: Tesla and BYD coming in hot | LMC AUTOMOTIVE (lmc-auto.com);16.01.2023;
Customer;Automotive;Interior;Hyundai Motor;New interior design elements for Hyundai Kona SUV | Automotive Interiors World;16.01.2023;
Customer;Automotive;Cabin;Bentley;Bentley Mulliner Batur features 3D-printed solid gold | Automotive Interiors World;16.01.2023;
Customer;Automotive;Sales;JLR;Connect (ihsmarkit.com);16.01.2023;
Customer;Automotive;Electrification;Audi ;Audi to start EV manufacturing in all global plants before 2030 | Global Fleet;16.01.2023;
Customer;Automotive;Electrification;Mercedes-Benz;Mercedes-Benz to launch global branded high-power charging network, starting in North America | Automotive World;16.01.2023;
Customer;Automotive;Concept;Peugeot;PEUGEOT INCEPTION CONCEPT: PEUGEOT opens a new chapter and presents its vision of the future of the automobile | Automotive World;16.01.2023;
Customer;CV;Agriculture;John Deere;John Deere Advances Automated Farming at CES 2023 – IoT World Today;16.01.2023;
News&Trends;Automotive/CV;Trends;2023;Top 10 economic predictions for 2023 | S&P Global (spglobal.com);16.01.2023;
News&Trends;Automotive/CV;Trends;Business Activity;Global business activity contracts for fifth successive month as demand downturn accelerates | S&P Global (spglobal.com);16.01.2023;
News&Trends;Automotive;Outlook;US;What can we expect from the US auto market in 2023? | LMC AUTOMOTIVE (lmc-auto.com);16.01.2023;
News&Trends;Automotive/CV;Commodity Prices;Weekly Pricing Pulse;Weekly Pricing Pulse: A mixed week for commodity markets overshadowed by sharp decline in energy prices | S&P Global (spglobal.com);16.01.2023;
News&Trends;Automotive/CV;Mobility News Alert;Frost&Sullivan Mobility Alert ;Mobility | News Alert (fs-moads.com);16.01.2023;
News&Trends;Automotive;Outlook;Forecast;Fuel for Thought: S&P Global Mobility forecasts 83.6M units in 2023 as light vehicle market cautiously recovers | S&P Global (spglobal.com);16.01.2023;
News&Trends;Automotive;Electrification;Cost barrier;Study: EV adoption faces critical cost barriers (greencarreports.com);16.01.2023;
News&Trends;Automotive/CV;Commodity Prices;China;Commodities 2023: China likely to tone down domestic steel capacity, targets ASEAN nations | S&P Global Commodity Insights (spglobal.com);16.01.2023;
News&Trends;Automotive/CV;Outlook;Week Ahead;Week Ahead Economic Preview: Week of 19 December 2022 | S&P Global (spglobal.com);16.01.2023;
News&Trends;Automotive;Electrification;US;Visualizing EV Production in the U.S. by Brand (visualcapitalist.com);16.01.2023;
News&Trends;Automotive/CV;Economy;US;Projected U.S. recession in early 2023 will soften freight market | CSCMP's Supply Chain Quarterly;16.01.2023;
News&Trends;Automotive/CV;Labor shortage;US;US Weekly Economic Commentary: Strong labor demand | S&P Global (spglobal.com);16.01.2023;
News&Trends;Automotive/CV;Outlook;Sustainability;Business insights on growth and societal benefits | McKinsey;16.01.2023;
News&Trends;Automotive/CV;Outlook;Week Ahead;Week Ahead Economic Preview: Week of 16 January 2023 | S&P Global (spglobal.com);16.01.2023;
Competitor&Partnership;Automotive;Concept;Toyota Boshoku;https://www.linkedin.com/posts/toyota-boshoku-europe-nv_ces2023-toyotaboshoku-maas-activity-7009443954865651712-Mp6P?utm_source=share&utm_medium=member_desktop;16.12.2022;CES 2023 ???????? | ????????? (toyota-boshoku.com)
Competitor&Partnership;CV;Railway;Borcad;https://www.linkedin.com/posts/borcad-cz-s%2Er%2Eo%2E_45-pojazd%C3%B3w-flirt-w-parku-taborowy-kolei-activity-7009491140831793153-T_uC?utm_source=share&utm_medium=member_desktop;16.12.2022;
Customer;CV;Construction;CNH ;CNH Industrial's New Electrification Center in Detroit : CEG (constructionequipmentguide.com);16.12.2022;
Customer;CV;Railway;Alstom;KTZ orders European sleeper and couchette coaches (railwaypro.com);16.12.2022;
Customer;CV;Railway;Amtrak;Amtrak receives USD 4.3 billion funding (railwaypro.com);16.12.2022;
News&Trends;Automotive/CV;Trends;Logistics;Six Logistics Trends to Watch for in 2023 | SupplyChainBrain;16.12.2022;
News&Trends;CV;Truck;Sustainability;Funding support for climate-friendly commercial vehicles to be extended until 2026 - NOW GmbH (now-gmbh.de);16.12.2022;
Competitor&Partnership;Automotive;Strategy;Faurecia;CES 2023 - Forvia pioneers technologies that matter to people | Faurecia;15.12.2022;
Competitor&Partnership;CV;Truck/Bus;Aguti;New Slide-Out comfort bench | (aguti.com);15.12.2022;
Customer;Automotive;Partnership;Mercedes-Benz;Hydro partners with Mercedes-Benz on road to CO2 neutrality;15.12.2022;
Customer;CV;Truck;Volvo;Volvo Trucks cuts fuel use by 18% in road test;15.12.2022;
Customer;Automotive;Launch;Audi ;Brussels plant kicks off production for the new Audi Q8 e-tron | Audi MediaCenter (audi-mediacenter.com);15.12.2022;
Customer;Automotive/CV;Strategy;Tata Motor;5fd9edb5-f6fe-4b62-995e-064e36132674.pdf (bseindia.com);15.12.2022;
News&Trends;Automotive;Registrations;ACEA;"Passenger car registrations: -6.1% eleven months into 2022; + 16.3% in November (acea.auto)";15.12.2022;
